,ip_address,remote_log_name,authenticated_user_name,timestamp,method,requesta_url,protocol,status_code,bytes_transferred,referrer_url,user_agent
34,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
35,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
36,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
37,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
38,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
39,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
40,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
41,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
42,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
43,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
44,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
45,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
46,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
47,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
48,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
49,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/DVWA,HTTP/1.1,301,574,,w3af.org
50,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/gpAe25Jl.xhtml,HTTP/1.1,404,506,,w3af.org
51,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/iAio8STI.py,HTTP/1.1,404,503,,w3af.org
52,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/j81R20RT.htmls,HTTP/1.1,404,506,,w3af.org
53,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/n1Ho6NxF.htm,HTTP/1.1,404,504,,w3af.org
54,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/O1LD47Jq.rb,HTTP/1.1,404,503,,w3af.org
55,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/oynZWt9B.foobar,HTTP/1.1,404,507,,w3af.org
56,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/qdWQOh2J.jsp,HTTP/1.1,404,504,,w3af.org
57,192.168.4.163,,,[22/Dec/2016:22:35:34 +0300],GET,/YTl8rbT3.asp,HTTP/1.1,404,504,,w3af.org
58,192.168.4.163,,,[22/Dec/2016:22:35:35 +0300],GET,/BA5sNSzq.do,HTTP/1.1,404,503,,w3af.org
59,192.168.4.163,,,[22/Dec/2016:22:35:36 +0300],GET,/LlyDciYR.aspx,HTTP/1.1,404,505,,w3af.org
60,192.168.4.163,,,[22/Dec/2016:22:35:36 +0300],GET,/OROdKNt6.php,HTTP/1.1,404,504,,w3af.org
61,192.168.4.163,,,[22/Dec/2016:22:35:37 +0300],GET,/DVWA,HTTP/1.1,301,573,,w3af.org
62,192.168.4.163,,,[22/Dec/2016:22:35:37 +0300],GET,/sejCyloJ.pl,HTTP/1.1,404,503,,w3af.org
63,192.168.4.163,,,[22/Dec/2016:22:35:38 +0300],GET,/,HTTP/1.1,200,3359,http://192.168.4.161/,w3af.org
64,192.168.4.163,,,[22/Dec/2016:22:35:38 +0300],GET,/CKgXLuBv/,HTTP/1.1,404,500,,w3af.org
65,192.168.4.163,,,[22/Dec/2016:22:35:38 +0300],GET,/DVWA/,HTTP/1.1,302,469,http://192.168.4.161/,w3af.org
66,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/,HTTP/1.1,200,3278,http://192.168.4.161/,w3af.org
67,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/,HTTP/1.1,200,3278,http://192.168.4.161/,w3af.org
68,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
69,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
70,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/dvwa/css/login.css,HTTP/1.1,200,668,http://192.168.4.161/,w3af.org
71,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/dvwa/css/olign.css,HTTP/1.1,404,514,,w3af.org
72,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/dvwa/images/login_logo.png,HTTP/1.1,200,13161,http://192.168.4.161/,w3af.org
73,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/dvwa/images/olign_olog.png,HTTP/1.1,404,522,,w3af.org
74,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/login.php,HTTP/1.1,200,986,http://192.168.4.161/,w3af.org
75,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/login.php,HTTP/1.1,200,986,http://192.168.4.161/,w3af.org
76,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/DVWA/olign.php,HTTP/1.1,404,505,,w3af.org
77,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],GET,/index.php,HTTP/1.1,200,3278,http://192.168.4.161/,w3af.org
78,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
79,192.168.4.163,,,[22/Dec/2016:22:35:39 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
80,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/2-uncategorised/1-testsayfasi,HTTP/1.1,200,3272,http://192.168.4.161/,w3af.org
81,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/2-uncategorised/1-testsayfasi,HTTP/1.1,200,3273,http://192.168.4.161/,w3af.org
82,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/2-uncategorised/1-testsayfasi?tmpl=component&print=1&page=,HTTP/1.1,200,1526,http://192.168.4.161/,w3af.org
83,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/component/mailto/?tmpl=component&template=beez_20&link=90ed7f9d717b47dafcf4b4c1bb9de7c57b1fb587,HTTP/1.1,200,1752,http://192.168.4.161/,w3af.org
84,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/component/mailto/?tmpl=component&template=beez_20&link=90ed7f9d717b47dafcf4b4c1bb9de7c57b1fb587,HTTP/1.1,200,1753,http://192.168.4.161/,w3af.org
85,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/component/users/?view=registration,HTTP/1.1,200,3244,http://192.168.4.161/,w3af.org
86,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/component/users/?view=remind,HTTP/1.1,200,2961,http://192.168.4.161/,w3af.org
87,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php/component/users/?view=reset,HTTP/1.1,200,3024,http://192.168.4.161/,w3af.org
88,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/index.php?format=feed&type=rss,HTTP/1.1,200,1084,http://192.168.4.161/,w3af.org
89,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/images/emailButton.png,HTTP/1.1,200,561,http://192.168.4.161/,w3af.org
90,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/images/printButton.png,HTTP/1.1,200,510,http://192.168.4.161/,w3af.org
91,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/images/rpniBttuotn.png,HTTP/1.1,404,526,,w3af.org
92,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/js/caption.js,HTTP/1.1,200,752,http://192.168.4.161/,w3af.org
93,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/js/mootools-core.js,HTTP/1.1,200,31450,http://192.168.4.161/,w3af.org
94,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/media/system/js/mootools-more.js,HTTP/1.1,200,68452,http://192.168.4.161/,w3af.org
95,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/css/general.css,HTTP/1.1,200,1442,http://192.168.4.161/,w3af.org
96,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/css/layout.css,HTTP/1.1,200,6752,http://192.168.4.161/,w3af.org
97,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/css/personal.css,HTTP/1.1,200,4917,http://192.168.4.161/,w3af.org
98,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/css/position.css,HTTP/1.1,200,2027,http://192.168.4.161/,w3af.org
99,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/css/print.css,HTTP/1.1,200,2150,http://192.168.4.161/,w3af.org
100,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/favicon.ico,HTTP/1.1,200,1449,http://192.168.4.161/,w3af.org
101,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/beez_20/javascript/hide.js,HTTP/1.1,200,2325,http://192.168.4.161/,w3af.org
102,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],GET,/templates/system/css/system.css,HTTP/1.1,200,757,http://192.168.4.161/,w3af.org
103,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],POST,/DVWA/login.php,HTTP/1.1,302,385,http://192.168.4.161/,w3af.org
104,192.168.4.163,,,[22/Dec/2016:22:35:40 +0300],POST,/DVWA/login.php,HTTP/1.1,302,385,http://192.168.4.161/,w3af.org
105,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/index.php/2-uncategorised/1-testsayfasi?tmpl=component&print=1&page=,HTTP/1.1,200,1524,http://192.168.4.161/,w3af.org
106,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/index.php/2-uncategorised/1-testsayfasi?tmpl=component&print=1&page=,HTTP/1.1,200,1525,http://192.168.4.161/,w3af.org
107,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/index.php/component/users/?view=registration,HTTP/1.1,200,3243,http://192.168.4.161/,w3af.org
108,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/index.php/component/users/?view=registration,HTTP/1.1,200,3244,http://192.168.4.161/,w3af.org
109,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/media/system/images/emailButton.png,HTTP/1.1,200,560,http://192.168.4.161/,w3af.org
110,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/media/system/js/mootools-core.js,HTTP/1.1,200,31449,http://192.168.4.161/,w3af.org
111,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],GET,/templates/system/css/system.css,HTTP/1.1,200,756,http://192.168.4.161/,w3af.org
112,192.168.4.163,,,[22/Dec/2016:22:35:41 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
113,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/DVWA/dvwa/css/login.css,HTTP/1.1,200,668,http://192.168.4.161/,w3af.org
114,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/DVWA/dvwa/images/login_logo.png,HTTP/1.1,200,13161,http://192.168.4.161/,w3af.org
115,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/images/joomla_black.gif,HTTP/1.1,200,4030,http://192.168.4.161/,w3af.org
116,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/index.php/component/users/?view=reset,HTTP/1.1,200,3023,http://192.168.4.161/,w3af.org
117,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/index.php?format=feed&type=rss,HTTP/1.1,200,1083,http://192.168.4.161/,w3af.org
118,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/css/epsrnola.css,HTTP/1.1,404,525,,w3af.org
119,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/css/general.css,HTTP/1.1,200,1441,http://192.168.4.161/,w3af.org
120,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/css/opisitno.css,HTTP/1.1,404,525,,w3af.org
121,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/images/minus.png,HTTP/1.1,200,452,http://192.168.4.161/,w3af.org
122,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/images/plus.png,HTTP/1.1,200,454,http://192.168.4.161/,w3af.org
123,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],GET,/templates/beez_20/javascript/md_stylechanger.js,HTTP/1.1,200,1111,http://192.168.4.161/,w3af.org
124,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
125,192.168.4.163,,,[22/Dec/2016:22:35:42 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
126,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/DVWA/dvwa/,HTTP/1.1,200,730,http://192.168.4.161/,w3af.org
127,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/DVWA/dvwa/css/,HTTP/1.1,200,755,http://192.168.4.161/,w3af.org
128,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/images/ojmoal_balkc.gif,HTTP/1.1,404,514,,w3af.org
129,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php,HTTP/1.1,200,3278,http://192.168.4.161/,w3af.org
130,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php/2-uncategorised,HTTP/1.1,200,3498,http://192.168.4.161/,w3af.org
131,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php/component/eUP1VwU6/,HTTP/1.1,404,3990,,w3af.org
132,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php/component/users/?view=registration,HTTP/1.1,200,3243,http://192.168.4.161/,w3af.org
133,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php/component/vrvsNvpf/,HTTP/1.1,404,3990,,w3af.org
134,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/index.php?format=feed&type=atom,HTTP/1.1,200,2092,http://192.168.4.161/,w3af.org
135,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/media/system/images/emailButton.png,HTTP/1.1,200,560,http://192.168.4.161/,w3af.org
136,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/media/system/images/printButton.png,HTTP/1.1,200,510,http://192.168.4.161/,w3af.org
137,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/media/system/js/core.js,HTTP/1.1,200,2063,http://192.168.4.161/,w3af.org
138,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/css/aloytu.css,HTTP/1.1,404,523,,w3af.org
139,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/css/general.css,HTTP/1.1,200,1441,http://192.168.4.161/,w3af.org
140,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/css/personal.css,HTTP/1.1,200,4917,http://192.168.4.161/,w3af.org
141,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/css/position.css,HTTP/1.1,200,2026,http://192.168.4.161/,w3af.org
142,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/css/rpnit.css,HTTP/1.1,404,522,,w3af.org
143,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/beez_20/javascript/ihed.js,HTTP/1.1,404,527,,w3af.org
144,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],GET,/templates/system/css/ystsme.css,HTTP/1.1,404,522,,w3af.org
145,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,303,287,http://192.168.4.161/,w3af.org
146,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,404,3997,http://192.168.4.161/,w3af.org
147,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
148,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
149,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
150,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
151,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,1924,http://192.168.4.161/,w3af.org
152,192.168.4.163,,,[22/Dec/2016:22:35:43 +0300],POST,/index.php,HTTP/1.1,500,2049,http://192.168.4.161/,w3af.org
153,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/images/joomla_black.gif,HTTP/1.1,200,4030,http://192.168.4.161/,w3af.org
154,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/2-uncategorised/1-ettsasfysai,HTTP/1.1,200,3281,,w3af.org
155,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/component/,HTTP/1.1,404,3993,http://192.168.4.161/,w3af.org
156,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/component/IfG3hN0z/,HTTP/1.1,404,3991,,w3af.org
157,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/component/users/,HTTP/1.1,200,2722,http://192.168.4.161/,w3af.org
158,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/component/users/?task=registration.register,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
159,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php/component/users/?view=apyhv%3C%2F-%3Eapyhv%2F%2Aapyhv%22apyhvapyhv%27apyhvapyhv%60apyhvapyhv%20%3D,HTTP/1.1,500,2125,http://192.168.4.161/,w3af.org
160,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/index.php?option=com_search,HTTP/1.1,200,3069,http://192.168.4.161/,w3af.org
161,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/,HTTP/1.1,200,312,http://192.168.4.161/,w3af.org
162,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/,HTTP/1.1,200,312,http://192.168.4.161/,w3af.org
163,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/afivocn.ico,HTTP/1.1,404,521,,w3af.org
164,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/css/,HTTP/1.1,200,312,http://192.168.4.161/,w3af.org
165,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/css/layout.css,HTTP/1.1,200,6751,http://192.168.4.161/,w3af.org
166,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/css/print.css,HTTP/1.1,200,2149,http://192.168.4.161/,w3af.org
167,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/beez_20/javascript/hide.js,HTTP/1.1,200,2324,http://192.168.4.161/,w3af.org
168,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],GET,/templates/system/css/error.css,HTTP/1.1,200,929,http://192.168.4.161/,w3af.org
169,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
170,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
171,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
172,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
173,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
174,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
175,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
176,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
177,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,384,http://192.168.4.161/,w3af.org
178,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/DVWA/login.php,HTTP/1.1,302,385,http://192.168.4.161/,w3af.org
179,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
180,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
181,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
182,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
183,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
184,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
185,192.168.4.163,,,[22/Dec/2016:22:35:44 +0300],POST,/index.php,HTTP/1.1,200,237,http://192.168.4.161/,w3af.org
186,192.168.4.163,,,[22/Dec/2016:22:35:46 +0300],GET,/DVWA/dvwa/css/,HTTP/1.1,200,756,http://192.168.4.161/,w3af.org
187,192.168.4.163,,,[22/Dec/2016:22:35:46 +0300],GET,/index.php/,HTTP/1.1,200,3279,http://192.168.4.161/,w3af.org
188,192.168.4.163,,,[22/Dec/2016:22:35:46 +0300],GET,/index.php/2-nuacetogiresd,HTTP/1.1,404,3993,,w3af.org
